ArtistId,AlbumId
4YgUVg4p7xtMOrOS4GjiJZ,0B8uilns8kvIsnfyCgXsrj
49gaZqfow2v8EEQmjGyEIw,0b92Srj63FtpNq2g2fvI6C
5C2hod2OHi2TpmWG4XNQjS,0ba02nnyvQmQdYmgnd1tvo
1VGsru5OJD1WRjuM8E90tb,0bBIdbkwzyf2Z8p7WFOWHP
79V1EiUrtTyJHQNSKXZC7X,0bc2EIZxnS8NXYadAMALNa
04gDigrS5kc9YWfZHwBETP,0BCjGDBIymcwf4etd4KBgu
4GcpBLY8g8NrmimWbssM26,0BDBadBoz5xVQn3JL66bRP
2MYk6exrOI4fr9OfG3qPIQ,0bDxZv82Vw8XPVyg2zo3Cs
2zQAPo0gPmt7OwfKGQGsfW,0bDxZv82Vw8XPVyg2zo3Cs
3V0v9hz1J9DcwQOt5WWc7t,0bDxZv82Vw8XPVyg2zo3Cs
6X3QjCYg5HcTwO5FPVQj0J,0Bf0loZ2fNv7DEEgbl2Gri
2S5hlvw4CMtMGswFtfdK15,0BFzNaeaNv4mahOzwZFGHK
2qNrJcE9LjzPdiXbrjkqFa,0bh6SOs8IsLrpNMYHRPgyy
0LyfQWJT6nXafLPZqxe9Of,0Bha6jUlBtdMncoFXxhMkJ
1bqxdqvUtPWZri43cKHac8,0BHgyJ3dblyBOmxV8pRmGg
3ApUX1o6oSz321MMECyIYd,0BHgyJ3dblyBOmxV8pRmGg
5T4UKHhr4HGIC0VzdZQtAE,0bHkJc7TYif6hqqB5B9N1c
0LyfQWJT6nXafLPZqxe9Of,0bkfBVmXYHbx4UeAHZNR0S
4IWBUUAFIplrNtaOHcJPRM,0BL67dR6x0CPU7B7J9P8qC
5IfJHO9jIE1GVuC517P3nr,0BLWODQ0XmwROFDd4Jwadm
5Mq7iqCWBzofK39FBqblNc,0bmiqbjKEu7qN1o7poiN1X
6evKD5JWJON3qPBJtUEmtY,0BolFrIcCXXppUK50ETvgy
3ZJxEmjYZd5VOqZ8o3aXiL,0bOxQkMO65N7QoNALqq5H5
1CPwHx5lgVxv0rfcp7UXLx,0bPPam9K2Pyuxr8T9WH1Vk
1RyvyyTE3xzB2ZywiAwp0i,0BR3ra3Bqf6ZBJbD8t4tIu
2BhgwlfI2SpEU9t6vhhdiX,0BR858pspK86Duy3oEaL1N
7zVoS1SW2Btj5qRbtlKuyp,0BRapJVmYd1HDNr13zFzgD
0LyfQWJT6nXafLPZqxe9Of,0bRVOXtQtIPAtve3wgkiZl
01WjpKiWVNurV5hjIadB8C,0bsS6wybJvPfLs7cr3bj7j
2B4ZHz4QDWJTXPFPgO5peE,0bTkYfBstiSW4maInjgqVi
3AA28KZvwAUcZuOKwyblJQ,0bUTHlWbkSQysoM3VsWldT
5CXvT1JutlWVLJN8YEOf1h,0bVpSLPikXccXESlJzdmgD
